0(-5.367239, -0.780776, -8.794512)
0(-5.216353, -0.737666, -8.792117)
0(-5.046306, -0.665815, -8.571775)
0(-5.060677, -0.665815, -8.310719)
0(-5.084627, -0.61073, -8.028106)
0(-5.055886, -0.56762, -7.973021)
0(-5.089417, -0.536484, -7.781419)
0(-5.103787, -0.522114, -7.704778)
0(-5.139712, -0.546064, -7.307205)
0(-5.087022, -0.498164, -6.847361)
0(-4.792434, -0.780776, -6.550379)
0(-4.605623, -0.986748, -6.210286)
0(-4.536167, -1.477727, -5.47741)
0(-4.636758, -1.549578, -5.343289)
0(-5.795948, -1.171165, -4.91458)
0(-7.371871, 0.040715, -5.019961)
0(-8.056846, 0.819097, -6.907237)
0(-8.210127, 0.972378, -10.102193)
0(-8.648416, 1.096919, -11.426639)
0(-8.502319, 0.696951, -10.729688)
0(-8.071217, 0.416733, -8.952583)
0(-7.91075, 0.356858, -8.181387)
0(-7.893985, 0.514929, -7.36229)
0(-8.104747, 0.967588, -6.909632)
0(-8.346643, 1.357976, -7.079678)
0(-8.638836, 1.602268, -7.834109)
0(-8.48316, 1.810635, -8.246053)
0(-8.274793, 2.009422, -8.909473)
0(-7.937095, 2.033372, -8.974138)
0(-7.534732, 1.84656, -8.425679)
0(-7.431746, 1.607058, -7.587422)
0(-7.31439, 1.528023, -7.419771)
0(-7.110813, 1.408272, -7.640112)
0(-6.832991, 1.319656, -7.577842)
0(-6.739585, 1.302891, -7.510782)
0(-6.641389, 1.348396, -7.161108)
0(-6.619834, 1.27894, -6.856941)
0(-6.720425, 1.2502, -6.715635)
0(-6.976692, 1.341211, -7.019803)
0(-7.015013, 1.310076, -7.494017)
0(-7.010222, 1.281335, -7.568262)
0(-6.945557, 1.326841, -7.436536)
0(-6.935977, 1.338816, -7.168294)
0(-6.864126, 1.317261, -7.031778)
0(-6.945557, 1.346001, -7.089258)
0(-7.007827, 1.334026, -7.30002)
0(-7.098838, 1.355581, -7.649693)
0(-7.153924, 1.343606, -7.656878)
0(-7.165899, 1.307681, -7.185059)
0(-7.175479, 1.319656, -6.945557)
0(-7.122788, 1.348396, -7.225774)
0(-7.161108, 1.357976, -7.424561)
0(-7.110813, 1.381926, -7.479646)
0(-7.055728, 1.444197, -7.321575)
0(-6.928792, 1.460962, -7.058123)
0(-6.883286, 1.516047, -7.218589)
0(-6.6845, 1.367556, -7.654483)
0(-6.607859, 1.381926, -7.34313)
0(-6.69887, 1.547183, -6.938372)
0(-6.813831, 1.487307, -6.921607)
0(-6.847361, 1.468147, -6.773116)
0(-7.120393, 1.760339, -6.967112)
0(-6.969507, 1.530418, -7.549102)
0(-6.516849, 1.386716, -7.96823)
0(-6.325247, 1.575923, -8.392149)
0(-6.478528, 1.633403, -8.57896)
0(-6.488108, 1.619033, -7.709568)
0(-6.603069, 1.513652, -7.350315)
0(-6.744375, 1.410667, -6.921607)
0(-6.801856, 1.463357, -6.904841)
0(-6.643785, 1.484912, -7.369475)
0(-6.591094, 1.513652, -7.855664)
0(-6.749166, 1.561553, -7.984995)
0(-6.837781, 1.504072, -7.723938)
0(-6.821016, 1.465752, -7.549102)
0(-6.65097, 1.453777, -7.201824)
0(-6.547984, 1.499282, -7.30481)
0(-6.473738, 1.530418, -7.525152)
0(-6.559959, 1.530418, -7.587422)
0(-6.634204, 1.614243, -7.549102)
0(-6.715635, 1.583108, -7.491621)
0(-6.72761, 1.578318, -7.494017)
0(-6.612649, 1.523232, -7.527547)
0(-6.70845, 1.415457, -7.429351)
0(-6.935977, 1.410667, -7.405401)
0(-7.043753, 1.398691, -7.369475)
0(-7.031778, 1.422642, -7.434141)
0(-6.902447, 1.425037, -7.575447)
0(-6.710845, 1.429827, -7.546707)
0(-6.605464, 1.501677, -7.484437)
0(-6.68929, 1.571133, -7.503596)
0(-6.7324, 1.549578, -7.620953)
0(-6.823411, 1.561553, -7.503596)
0(-6.830596, 1.573528, -7.563472)
0(-6.789881, 1.448987, -7.709568)
0(-6.78509, 1.441802, -7.585027)
0(-6.71803, 1.480122, -7.532337)
0(-6.67013, 1.453777, -7.436536)
0(-6.701265, 1.451382, -7.383845)
0(-6.710845, 1.494492, -7.395821)
0(-6.71803, 1.547183, -7.575447)
0(-6.73719, 1.571133, -7.704778)
0(-6.734795, 1.559158, -7.664063)
0(-6.720425, 1.583108, -7.582632)
0(-6.72761, 1.568738, -7.613768)
0(-6.691685, 1.516047, -7.659273)
0(-6.581514, 1.477727, -7.721543)
0(-6.423443, 1.439407, -7.757469)
0(-6.401887, 1.480122, -7.738308)
0(-6.447393, 1.504072, -7.635323)
0(-6.557564, 1.437012, -7.587422)
0(-6.576724, 1.432222, -7.625742)
0(-6.478528, 1.396297, -7.618557)
0(-6.483318, 1.460962, -7.577842)
0(-6.540799, 1.446592, -7.580237)
0(-6.600674, 1.422642, -7.649693)
0(-6.64618, 1.427432, -7.826924)
0(-6.595884, 1.448987, -7.846084)
0(-6.547984, 1.432222, -7.786209)
0(-6.552774, 1.460962, -7.616162)
0(-6.555169, 1.403481, -7.565867)
0(-6.605464, 1.386716, -7.573052)
0(-6.627019, 1.372346, -7.654483)
0(-6.555169, 1.362766, -7.685618)
0(-6.490503, 1.362766, -7.630533)
0(-6.488108, 1.506467, -7.513176)
0(-6.440208, 1.468147, -7.652088)
0(-6.471343, 1.441802, -7.767049)
0(-6.531219, 1.434617, -7.805369)
0(-6.528823, 1.420247, -7.747889)
0(-6.471343, 1.336421, -7.750284)
0(-6.488108, 1.372346, -7.690408)
0(-6.492898, 1.405877, -7.659273)
0(-6.461763, 1.405877, -7.676038)
0(-6.447393, 1.391506, -7.654483)
0(-6.433022, 1.439407, -7.656878)
0(-6.461763, 1.456172, -7.750284)
0(-6.468948, 1.492097, -7.898775)
0(-6.447393, 1.475332, -7.834109)
0(-6.495293, 1.439407, -7.716753)
0(-6.516849, 1.389111, -7.601792)
0(-6.533614, 1.408272, -7.568262)
0(-6.557564, 1.422642, -7.587422)
0(-6.533614, 1.456172, -7.755074)
0(-6.516849, 1.451382, -7.822134)
0(-6.485713, 1.434617, -7.723938)
0(-6.483318, 1.415457, -7.642508)
0(-6.461763, 1.410667, -7.513176)
0(-6.509664, 1.465752, -7.482041)
0(-6.509664, 1.465752, -7.482041)
0(-6.559959, 1.472937, -7.678433)
0(-6.538404, 1.453777, -7.872429)
0(-6.512058, 1.477727, -7.870035)
0(-6.504873, 1.501677, -7.685618)
0(-6.540799, 1.508862, -7.644903)
0(-6.603069, 1.470542, -7.752678)
0(-6.6366, 1.429827, -7.807764)
0(-6.524034, 1.393901, -7.89159)
0(-6.430628, 1.451382, -7.781419)
0(-6.387517, 1.472937, -7.743098)
0(-6.413863, 1.415457, -7.786209)
0(-6.456973, 1.444197, -7.774234)
0(-6.449788, 1.456172, -7.673643)
0(-6.418653, 1.520837, -7.546707)
0(-6.310877, 1.535208, -7.549102)
0(-6.260581, 1.580713, -7.589817)
0(-6.303692, 1.616638, -7.795789)
0(-6.423443, 1.626218, -7.767049)
0(-6.588699, 1.554368, -7.640112)
0(-6.643785, 1.487307, -7.585027)
0(-6.643785, 1.487307, -7.585027)
0(-6.629415, 1.417852, -7.599397)
0(-6.624624, 1.413062, -7.711963)
0(-6.619834, 1.420247, -7.790999)
0(-6.576724, 1.425037, -7.92033)
0(-6.543194, 1.451382, -7.97781)
0(-6.543194, 1.484912, -7.874825)
0(-6.610254, 1.458567, -7.767049)
0(-6.622229, 1.444197, -7.688013)
0(-6.473738, 1.408272, -7.688013)
0(-6.322852, 1.482517, -7.683223)
0(-6.236631, 1.489702, -7.731123)
0(-6.315667, 1.580713, -7.553892)
0(-6.277347, 1.532813, -7.577842)
0(-6.339617, 1.532813, -7.640112)
0(-6.358777, 1.511257, -7.678433)
0(-6.262976, 1.480122, -7.728728)
0(-6.239026, 1.554368, -7.735913)
0(-6.353987, 1.539998, -7.846084)
0(-6.521638, 1.554368, -7.893985)
0(-6.543194, 1.528023, -7.95865)
0(-6.547984, 1.537603, -8.083191)
0(-6.500083, 1.525627, -7.97781)
0(-6.492898, 1.535208, -7.846084)
0(-6.492898, 1.535208, -7.846084)
0(-6.478528, 1.544788, -7.858059)
0(-6.435418, 1.544788, -7.862849)
0(-6.461763, 1.528023, -7.728728)
0(-6.473738, 1.499282, -7.570657)
0(-6.440208, 1.489702, -7.484437)
0(-6.368357, 1.501677, -7.532337)
0(-6.346802, 1.525627, -7.534732)
0(-6.325247, 1.532813, -7.532337)
0(-6.435418, 1.520837, -7.628138)
0(-6.497688, 1.508862, -7.774234)
0(-6.526429, 1.511257, -7.893985)
0(-6.536008, 1.520837, -7.984995)
0(-6.536008, 1.482517, -7.89159)
0(-6.509664, 1.492097, -7.826924)
0(-6.521638, 1.468147, -7.862849)
0(-6.509664, 1.463357, -7.91075)
0(-6.444998, 1.465752, -7.848479)
0(-6.353987, 1.487307, -7.747889)
0(-6.344407, 1.539998, -7.692803)
0(-6.344407, 1.539998, -7.692803)
0(-6.377937, 1.523232, -7.642508)
0(-6.337222, 1.451382, -7.685618)
0(-6.296506, 1.472937, -7.642508)
0(-6.239026, 1.511257, -7.637718)
0(-6.310877, 1.566343, -7.685618)
0(-6.406678, 1.556763, -7.774234)
0(-6.512058, 1.539998, -7.800579)
0(-6.454578, 1.465752, -7.831714)
0(-6.411468, 1.566343, -7.843689)
0(-6.365962, 1.580713, -7.870035)
0(-6.339617, 1.506467, -7.903565)
0(-6.306087, 1.482517, -7.855664)
0(-6.351592, 1.520837, -7.699988)
0(-6.399492, 1.528023, -7.671248)
0(-6.380332, 1.520837, -7.752678)
0(-6.444998, 1.523232, -7.769444)
0(-6.488108, 1.559158, -7.776629)
0(-6.433022, 1.518442, -7.88201)
0(-6.433022, 1.518442, -7.88201)
0(-6.516849, 1.628613, -7.800579)
0(-6.516849, 1.628613, -7.800579)
0(-6.514453, 1.535208, -7.94907)
0(-6.442603, 1.487307, -7.723938)
0(-6.442603, 1.487307, -7.723938)
0(-6.365962, 1.460962, -7.470066)
0(-6.425838, 1.513652, -7.371871)
0(-6.464158, 1.532813, -7.565867)
0(-6.488108, 1.549578, -7.826924)
0(-6.485713, 1.549578, -7.970625)
0(-6.452183, 1.556763, -7.874825)
0(-6.478528, 1.537603, -7.649693)
0(-6.531219, 1.520837, -7.642508)
0(-6.552774, 1.468147, -7.795789)
0(-6.488108, 1.506467, -7.697593)
0(-6.485713, 1.642983, -7.606582)
0(-6.444998, 1.580713, -7.793394)
0(-6.409072, 1.547183, -7.836504)
0(-6.425838, 1.549578, -7.764654)
0(-6.504873, 1.539998, -7.716753)
0(-6.682105, 1.573528, -7.771839)
0(-6.931187, 1.607058, -8.150251)
0(-6.931187, 1.607058, -8.150251)
0(-7.046148, 1.434617, -8.528665)
0(-7.189849, 1.580713, -7.098838)
0(-7.175479, 1.595083, -6.207891)
0(-7.563472, 1.26457, -6.998247)
0(-8.54543, 1.693279, -6.828201)
0(-8.408914, 0.675396, -6.562354)
0(-9.06994, 0.795147, -5.412745)
0(-9.493857, 0.495769, -5.824688)
0(-9.388477, 0.304167, -5.683382)
0(-8.705896, 0.500559, -5.422325)
0(-7.790999, 0.519719, -5.587581)
0(-7.34313, 0.694556, -6.011499)
0(-7.204219, 0.598755, -7.40061)
0(-6.306087, 0.414338, -7.364686)
0(-5.680986, 0.426313, -7.230564)
0(-5.292994, 0.256267, -6.856941)
0(-5.357659, 0.55325, -6.885682)
0(-5.51094, 0.723296, -8.109536)
0(-5.609136, 0.831072, -8.847202)
0(-5.613926, 0.684976, -8.102351)
0(-5.54447, 0.560435, -7.498806)
0(-5.704937, 0.60115, -6.456973)
0(-5.750442, 0.546064, -6.080955)
0(-5.963599, 0.665815, -6.468948)
0(-6.104905, 0.840652, -7.144343)
0(-6.217471, 1.17356, -7.592212)
0(-6.179151, 1.650169, -7.652088)
0(-5.661827, 1.916016, -7.522757)
0(-5.412745, 2.155518, -6.773116)
0(-5.50136, 2.284849, -6.461763)
0(-5.855823, 2.593806, -6.11688)
0(-6.574329, 2.977009, -6.531219)
0(-6.557564, 3.398533, -7.551497)
0(-6.251001, 3.65959, -8.054451)
0(-6.255791, 3.855982, -8.159832)
0(-6.74677, 4.203259, -8.677156)
0(-7.321575, 4.500242, -9.354947)
0(-6.847361, 4.93853, -9.515413)
0(-6.203101, 5.46783, -8.662786)
0(-5.874983, 5.836663, -7.446116)
0(-5.776787, 5.934859, -7.2617)
0(-5.793552, 5.896538, -8.301138)
0(-6.1552, 6.124065, -9.862691)
0(-5.733677, 6.09293, -9.989627)
0(-5.721702, 6.164781, -8.499925)
0(-6.586304, 6.152805, -7.079678)
0(-7.153924, 6.219866, -7.443721)
0(-7.302415, 6.279741, -8.519085)
0(-6.739585, 6.418653, -8.780142)
0(-6.461763, 6.526429, -7.965835)
0(-6.449788, 6.552774, -7.496411)
0(-6.363567, 6.461763, -6.945557)
0(-6.114485, 6.389913, -6.471343)
0(-5.604346, 6.1073, -5.848638)
0(-5.386399, 5.932464, -5.48699)
0(-5.49178, 5.640271, -5.209167)
0(-5.736072, 5.779182, -4.746929)
0(-5.640271, 5.975574, -5.46783)
0(-5.161267, 6.04503, -6.67492)
0(-4.775669, 5.980364, -7.079678)
0(-5.247488, 5.760022, -6.926397)
